Time,Test,Solver,Threading,Threads,Iterations,Notes,JuMP build,Build (RAM only),Optimisation,Total,Optimum Value
2020-06-17 16:34:45,HS21,OSQP,,,,,0.10761404037475586,,0.0028471946716308594,0.11046123504638672,0.009986868296713467
2020-06-17 16:34:46,HS21,Ipopt,,,,,0.10761404037475586,,0.010509014129638672,0.11812305450439453,0.009999005325508925
2020-06-17 16:47:15,HS21,OSQP,,,,,0.20368409156799316,,0.0011420249938964844,0.20482611656188965,0.009986868296713467
2020-06-17 16:47:16,HS21,Ipopt,,,,,0.20368409156799316,,0.010735034942626953,0.21441912651062012,0.009999005325508925
2020-06-17 16:47:17,HS21,OSQP,,,,,0.09981107711791992,,0.0008668899536132812,0.1006779670715332,0.009986868296713467
2020-06-17 16:47:17,HS21,Ipopt,,,,,0.09981107711791992,,0.01087808609008789,0.11068916320800781,0.009999005325508925
2020-06-17 16:47:17,HS118,OSQP,,,,,0.24382710456848145,,0.0008249282836914062,0.24465203285217285,-142583.33333303902
2020-06-17 16:47:18,HS118,Ipopt,,,,,0.24382710456848145,,0.01252293586730957,0.256350040435791,-142583.33333333334
2020-06-17 16:47:18,HS118,OSQP,,,,,0.09065604209899902,,0.001177072525024414,0.09183311462402344,-142583.33333303902
2020-06-17 16:47:18,HS118,Ipopt,,,,,0.09065604209899902,,0.013796091079711914,0.10445213317871094,-142583.33333333334
2020-06-17 16:47:18,HS118,OSQP,,,,,0.09785103797912598,,0.0013630390167236328,0.09921407699584961,-142583.33333303902
2020-06-17 16:47:19,HS118,Ipopt,,,,,0.09785103797912598,,0.01383209228515625,0.11168313026428223,-142583.33333333334
2020-06-17 16:47:23,LISWET1,OSQP,,,,,3.9251129627227783,,0.11428499221801758,4.039397954940796,-2500.408981032158
2020-06-17 16:47:27,LISWET1,Ipopt,,,,,3.9251129627227783,,3.9959359169006348,7.921048879623413,-2498.2879237236302
2020-06-17 16:47:31,LISWET1,OSQP,,,,,3.899742841720581,,0.13121819496154785,4.030961036682129,-2500.408981032158
2020-06-17 16:47:36,LISWET1,Ipopt,,,,,3.899742841720581,,3.9952590465545654,7.8950018882751465,-2498.2879237236302
2020-06-17 16:47:40,LISWET1,OSQP,,,,,3.8776609897613525,,0.12787199020385742,4.00553297996521,-2500.408981032158
2020-06-17 16:47:44,LISWET1,Ipopt,,,,,3.8776609897613525,,3.980565071105957,7.85822606086731,-2498.2879237236302
2020-06-17 16:47:48,LISWET2,OSQP,,,,,3.4981698989868164,,0.13638901710510254,3.634558916091919,-1666.9929423132055
2020-06-17 16:47:51,LISWET2,Ipopt,,,,,3.4981698989868164,,3.297056198120117,6.795226097106934,-1666.992038300647
2020-06-17 16:47:56,LISWET2,OSQP,,,,,3.9539589881896973,,0.11940383911132812,4.073362827301025,-1666.9929423132055
2020-06-17 16:47:59,LISWET2,Ipopt,,,,,3.9539589881896973,,3.5231189727783203,7.477077960968018,-1666.992038300647
2020-06-17 16:48:03,LISWET2,OSQP,,,,,3.712261915206909,,0.11605191230773926,3.8283138275146484,-1666.9929423132055
2020-06-17 16:48:07,LISWET2,Ipopt,,,,,3.712261915206909,,3.4776790142059326,7.189940929412842,-1666.992038300647
2020-06-17 16:48:20,AUG2DC,OSQP,,,,,12.830013036727905,,0.1543118953704834,12.984324932098389,-10048.88176358814
2020-06-17 16:48:22,AUG2DC,Ipopt,,,,,12.830013036727905,,1.2846999168395996,14.114712953567505,-10048.841506849467
2020-06-17 16:48:35,AUG2DC,OSQP,,,,,13.031677007675171,,0.13622403144836426,13.167901039123535,-10048.88176358814
2020-06-17 16:48:37,AUG2DC,Ipopt,,,,,13.031677007675171,,1.2633099555969238,14.294986963272095,-10048.841506849467
2020-06-17 16:48:50,AUG2DC,OSQP,,,,,12.710114002227783,,0.13663196563720703,12.84674596786499,-10048.88176358814
2020-06-17 16:48:52,AUG2DC,Ipopt,,,,,12.710114002227783,,1.2641661167144775,13.97428011894226,-10048.841506849467
2020-06-17 16:49:02,CONT-100,OSQP,,,,,9.318877935409546,,0.47790002822875977,9.796777963638306,-4.698720823179751
2020-06-17 16:49:03,CONT-100,Ipopt,,,,,9.318877935409546,,1.5893449783325195,10.908222913742065,-4.696516782249787
2020-06-17 16:49:13,CONT-100,OSQP,,,,,9.183204174041748,,0.47335290908813477,9.656557083129883,-4.698720823179751
2020-06-17 16:49:15,CONT-100,Ipopt,,,,,9.183204174041748,,1.703110933303833,10.886315107345581,-4.696516782249787
2020-06-17 16:49:26,CONT-100,OSQP,,,,,10.010222911834717,,0.5428199768066406,10.553042888641357,-4.698720823179751
2020-06-17 16:49:28,CONT-100,Ipopt,,,,,10.010222911834717,,1.7243211269378662,11.734544038772583,-4.696516782249787
